Fiber_Oz,Specimen_ID,Crosshead (mm),Load (N),Flex Stress (MPa),F Strain (mm/mm)
10-Oz,1,0.175578752532601,21.2159671783447,16.70112000512048,0.0024932182859629336
10-Oz,1,0.178437563590705,21.5446472167969,16.959855547051404,0.0025338134029880112
10-Oz,1,0.181355935637839,21.9008407592773,17.240249603471618,0.002575254286057313
10-Oz,1,0.18397651729174,22.2094249725342,17.48316579644865,0.0026124665455427077
10-Oz,1,0.186894889338873,22.5531730651855,17.753762847181292,0.002653907428611996
10-Oz,1,0.189813261386007,22.9146957397461,18.038351973929736,0.0026953483116812994
10-Oz,1,0.192493404028937,23.2107028961182,18.271367560699257,0.002733406337210905
10-Oz,1,0.195471322513185,23.5668315887451,18.551710567587925,0.002775692779687227
10-Oz,1,0.198330148123205,23.9062957763672,18.81893534632459,0.002816288103349511
10-Oz,1,0.20101027621422,24.223560333252,19.068684669245524,0.0028543459222419238
10-Oz,1,0.204047770239413,24.5976791381836,19.363189416769483,0.0028974783373996644
10-Oz,1,0.206787459319457,24.912576675415,19.611075431788702,0.0029363819223362894
10-Oz,1,0.209467601962388,25.2221622467041,19.854779889591153,0.002974439947865909
10-Oz,1,0.212564642424695,25.5790500640869,20.135720476290373,0.003018417922430669
10-Oz,1,0.215304346056655,25.896764755249,20.38582414301852,0.003057321714004501
10-Oz,1,0.218103596125729,26.2225036621094,20.64224443854788,0.0030970710649853516
10-Oz,1,0.221141090150923,26.5887680053711,20.93056618692681,0.003140203480143107
10-Oz,1,0.223821218241937,26.8926544189453,21.16978429177987,0.003178261299035505
10-Oz,1,0.226620482862927,27.2190036773682,21.426685053488544,0.003218010856653563
10-Oz,1,0.229657962336205,27.5796985626221,21.71062254798124,0.003261143065174111
10-Oz,1,0.232218983001076,27.881196975708,21.94796082890772,0.0032975095586152787
10-Oz,1,0.23507779405918,28.1997203826904,22.19870111332345,0.003338104675640356
10-Oz,1,0.238055727095343,28.5414733886719,22.46772764023256,0.0033803913247538704
10-Oz,1,0.240676308749244,28.8474464416504,22.70858833883615,0.003417603584239264
10-Oz,1,0.243594680796377,29.1821155548096,22.972038455151573,0.003459044467308553
10-Oz,1,0.246513052843511,29.5283546447754,23.244596408478575,0.003500485350377856
10-Oz,1,0.249133619945496,29.8369159698486,23.4874945839738,0.0035376974032260426
10-Oz,1,0.252171128522605,30.1858749389648,23.762193614712384,0.0035808300250209906
10-Oz,1,0.255029939580709,30.5438041687012,24.043953996830126,0.003621425142046068
10-Oz,1,0.257710053119808,30.8460693359375,24.28189586339438,0.0036594827543012733
10-Oz,1,0.260747561696917,31.2041778564453,24.56379738245223,0.003702615376096221
10-Oz,1,0.263546797214076,31.5473537445068,24.833943996141798,0.003742364520439879
10-Oz,1,0.266226939857006,31.8538589477539,25.075223601195518,0.0037804225459694848
10-Oz,1,0.269264448434114,32.2134971618652,25.35832928861526,0.003823555167764419
10-Oz,1,0.272004137514159,32.532844543457,25.609718202373088,0.003862458752701057
10-Oz,1,0.274684280157089,32.8443489074707,25.85493312572675,0.0039005167782306636
10-Oz,1,0.277721759630367,33.2003784179688,26.13519805686136,0.003943648986751211
10-Oz,1,0.280401902273297,33.5311088562012,26.395547664863365,0.003981707012280817
10-Oz,1,0.283201137790456,33.8452339172363,26.642825589874384,0.004021456156624476
10-Oz,1,0.28617907082662,34.2065277099609,26.927234541805532,0.004063742805738004
10-Oz,1,0.28885921346955,34.5177001953125,27.172188211674197,0.00410180083126761
10-Oz,1,0.291598902549595,34.8295440673828,27.417670394340067,0.004140704416204248
10-Oz,1,0.294576835585758,35.1982421875,27.707908001609034,0.004182991065317763
10-Oz,1,0.297316524665803,35.521800994873,27.962612132004082,0.004221894650254403
10-Oz,1,0.300294457701966,35.8673973083496,28.23466409438604,0.004264181299367917
10-Oz,1,0.303331966279075,36.2448387145996,28.531784379673667,0.004307313921162865
10-Oz,1,0.30595253338106,36.5472068786621,28.7698073249057,0.004344525974011052
10-Oz,1,0.308930466417223,36.8920822143555,29.04129173661335,0.004386812623124566
10-Oz,1,0.311789277475327,37.252815246582,29.325259260242213,0.0044274077401496425
10-Oz,1,0.314409844577312,37.543815612793,29.554333522884576,0.00446461979299783
10-Oz,1,0.317328231176361,37.8987274169922,29.833718600328268,0.0045060608827043255
10-Oz,1,0.320187042234465,38.2764778137207,30.131082121619162,0.004546655999729402
10-Oz,1,0.32292673131451,38.5918502807617,30.37934199938418,0.004585559584666042
10-Oz,1,0.325964210787788,38.9689903259277,30.676225054495756,0.004628691793186589
10-Oz,1,0.328703928971663,39.3014068603516,30.937901950318192,0.004667595791397614
10-Oz,1,0.331324496073648,39.6074714660645,31.1788347188487,0.004704807844245802
10-Oz,1,0.334361975546926,39.9630661010742,31.458757317830464,0.004747940052766348
10-Oz,1,0.337042118189856,40.3054542541504,31.7282838298574,0.004785998078295955
10-Oz,1,0.339781807269901,40.6187858581543,31.974937148835348,0.004824901663232593
10-Oz,1,0.342819315847009,40.9871864318848,32.26494052884192,0.004868034285027527
10-Oz,1,0.345559004927054,41.3117790222168,32.52045844882819,0.004906937869964167
10-Oz,1,0.348477362422273,41.6608619689941,32.795255074259416,0.004948378546396276
10-Oz,1,0.351514870999381,42.028678894043,33.084799008482044,0.004991511168191211
10-Oz,1,0.354135438101366,42.3415756225586,33.33110999530722,0.005028723221039397
10-Oz,1,0.356934702722356,42.6697463989258,33.589444648269755,0.0050684727786574554
10-Oz,1,0.359912635758519,43.0451927185059,33.884994409733764,0.00511075942777097
10-Oz,1,0.362533202860504,43.3516654968262,34.12624849002167,0.005147971480619157
10-Oz,1,0.365392013918608,43.6932830810547,34.395168413497196,0.005188566597644233
10-Oz,1,0.368369946954772,44.0585136413574,34.682676372284895,0.005230853246757762
10-Oz,1,0.371050089597702,44.3708992004395,34.928584968684966,0.005268911272287369
10-Oz,1,0.373968447092921,44.7170944213867,35.2011083885053,0.005310351948719478
10-Oz,1,0.376827258151025,45.0601501464844,35.47116041041587,0.005350947065744555
10-Oz,1,0.37944785435684,45.3697090148926,35.71484384782294,0.005388159531867127
10-Oz,1,0.382425787393004,45.7375907897949,36.00443883157703,0.005430446180980657
10-Oz,1,0.385284598451108,46.0853652954102,36.27820545763643,0.005471041298005734
10-Oz,1,0.387964741094038,46.3995323181152,36.525516414697265,0.00550909932353534
10-Oz,1,0.391002220567316,46.7540054321289,36.804556157074614,0.005552231532055887
10-Oz,1,0.393801456084475,47.1023864746094,37.078800246399695,0.005591980676399545
10-Oz,1,0.396600720705464,47.4238014221191,37.331816739339885,0.005631730234017588
10-Oz,1,0.399638200178742,47.802074432373,37.629591659796816,0.0056748624425381365
10-Oz,1,0.402318342821673,48.1217994689941,37.88127786200309,0.005712920468067756
10-Oz,1,0.405058031901717,48.4380493164063,38.130228409900965,0.005751824053004382
10-Oz,1,0.408035964937881,48.8087425231934,38.422036540993545,0.00579411070211791
10-Oz,1,0.410716107580811,49.1328392028809,38.677164082209146,0.0058321687276475164
10-Oz,1,0.413574918638915,49.4619522094727,38.93624045483599,0.005872763844672593
10-Oz,1,0.416612427216023,49.833667755127,39.228853366778935,0.005915896466467526
10-Oz,1,0.419292540755123,50.1551475524902,39.481920909250654,0.005953954078722747
10-Oz,1,0.422151351813227,50.4820289611816,39.739240577409376,0.005994549195747823
10-Oz,1,0.42512928484939,50.8510398864746,40.029724423595255,0.006036835844861338
10-Oz,1,0.427690305514261,51.1486701965332,40.264017750110376,0.0060732023383025064
10-Oz,1,0.43060869211331,51.491397857666,40.533811521449515,0.006114643428009002
10-Oz,1,0.433527049608529,51.8577766418457,40.8222233572371,0.006156084104441111
10-Oz,1,0.436147645814344,52.1640853881836,41.063348312239334,0.006193296570563684
10-Oz,1,0.439125578850508,52.5185852050781,41.34240907501197,0.006235583219677214
10-Oz,1,0.441984389908612,52.8584022521973,41.60991162325858,0.0062761783367022905
10-Oz,1,0.444724078988656,53.1682014465332,41.853784244223725,0.006315081921638915
10-Oz,1,0.44770201202482,53.5323066711426,42.14040634349336,0.006357368570752444
10-Oz,1,0.450501247541979,53.858772277832,42.39739869406739,0.006397117715096102
10-Oz,1,0.453121843747795,54.1641960144043,42.63782697310963,0.006434330181218689
10-Oz,1,0.456159323221073,54.5159950256348,42.914761673038875,0.006477462389739236
10-Oz,1,0.458958587842062,54.8421897888184,43.17154081674587,0.0065172119473572805
10-Oz,1,0.461698276922107,55.1601791381836,43.421860693254686,0.006556115532293919
10-Oz,1,0.46479533193633,55.5425071716309,43.72282771089047,0.006600093713495885
10-Oz,1,0.467535021016374,55.8530960083008,43.96732193497512,0.00663899729843251
10-Oz,1,0.470274710096419,56.1747016906738,44.22048857359636,0.00667790088336915
10-Oz,1,0.473252643132582,56.4649810791016,44.448995285564415,0.006720187532482664
10-Oz,1,0.475873210234568,56.782096862793,44.69862749485411,0.006757399585330866
10-Oz,1,0.478672474855557,57.1189651489258,44.963808790871845,0.0067971491429489085
10-Oz,1,0.481709954328835,57.4912376403809,45.25686012820343,0.006840281351469457
10-Oz,1,0.484390096971765,57.8118133544922,45.5092159801471,0.006878339376999064
10-Oz,1,0.487248908029869,58.1351699829102,45.7637609561203,0.006918934494024138
10-Oz,1,0.490167294628918,58.5076484680176,46.056974450787365,0.006960375583730636
10-Oz,1,0.492787861730903,58.8206329345703,46.3033545046258,0.006997587636578822
10-Oz,1,0.495765765663236,59.1797561645508,46.586054798706805,0.007039873872417951
10-Oz,1,0.498684181366116,59.5351638793945,46.865830254921164,0.007081315375398846
10-Oz,1,0.501364294905216,59.8445587158203,47.109384567042554,0.007119372987654066
10-Oz,1,0.504401803482324,60.2043304443359,47.39259535643903,0.007162505609449001
10-Oz,1,0.507260614540428,60.550178527832,47.66484551111994,0.007203100726474078
10-Oz,1,0.509940728079528,60.8609771728516,47.9095048954538,0.0072411583387292965
10-Oz,1,0.512918690219522,61.2109184265137,48.18497717644971,0.007283445401117212
10-Oz,1,0.515717954840511,61.4260139465332,48.35429946386709,0.007323194958735254
10-Oz,1,0.518398068379611,61.7561225891113,48.614159596948916,0.007361252570990476
10-Oz,1,0.521435576956719,62.1237297058105,48.903538370922334,0.0074043851927854095
10-Oz,1,0.524115690495819,62.4601974487305,49.16840436100997,0.007442442805040629
10-Oz,1,0.526855408679694,62.7691040039063,49.411574300187915,0.007481346803251656
10-Oz,1,0.529892859049141,63.1296005249023,49.69535564317227,0.007524478598497801
10-Oz,1,0.532573030795902,63.4541549682617,49.950843534022376,0.007562537037301809
10-Oz,1,0.535253144335002,63.7747650146484,50.203226412188634,0.007600594649557028
10-Oz,1,0.53829065291211,64.1485290527344,50.49745188874595,0.00764372727135196
10-Oz,1,0.541030312888324,64.4721069335938,50.75217103370916,0.0076826304430142
10-Oz,1,0.543948728591204,64.8242111206055,51.029345966728,0.007724071945995096
10-Oz,1,0.546986178960651,65.1982574462891,51.3237936588932,0.007767203741241243
10-Oz,1,0.549606746062636,65.5035095214844,51.56408680682249,0.007804415794089432
10-Oz,1,0.552525161765516,65.8493423461914,51.83632494984887,0.007845857297070328
10-Oz,1,0.555443519260734,66.1663208007813,52.08584905424828,0.007887297973502422
10-Oz,1,0.55806408636272,66.3801422119141,52.25416836851635,0.007924510026350624
10-Oz,1,0.560982443857938,66.7476577758789,52.543475072562856,0.00796595070278272
10-Oz,1,0.563900859560817,67.116340637207,52.83370066817731,0.008007392205763601
10-Oz,1,0.566580973099917,67.4362258911133,53.08551299275569,0.00804544981801882
10-Oz,1,0.569499330595136,67.8017730712891,53.37327019337395,0.008086890494450931
10-Oz,1,0.572298595216125,68.1445617675781,53.643112011330985,0.008126640052068975
10-Oz,1,0.574978708755225,68.4445037841797,53.87922510350028,0.008164697664324197
10-Oz,1,0.577956670895219,68.8088912963867,54.1660694183778,0.00820698472671211
10-Oz,1,0.580696330871433,69.1529541015625,54.43691420948423,0.00824588789837435
10-Oz,1,0.583436049055308,69.4781494140625,54.69290658982259,0.008284791896585372
10-Oz,1,0.586533104069531,69.8486633300781,54.984573583974985,0.00832877007778734
10-Oz,1,0.589272822253406,70.1908798217773,55.25396496488896,0.008367674075998366
10-Oz,1,0.592072028666735,70.5290222167969,55.52014923405608,0.008407422807067636
10-Oz,1,0.595169083680958,70.8990020751953,55.81139582030155,0.008451400988269603
10-Oz,1,0.597849255427718,71.0898208618164,55.96160756543677,0.008489459427073595
10-Oz,1,0.600588915403932,71.4206237792969,56.222014228797605,0.008528362598735835
10-Oz,1,0.603566877543926,71.7868423461914,56.510299942213074,0.008570649661123749
10-Oz,1,0.606246991083026,72.1184616088867,56.771349229088706,0.00860870727337897
10-Oz,1,0.60910580214113,72.4546585083008,57.03600201230924,0.008649302390404045
10-Oz,1,0.612083764281124,72.831787109375,57.33287605867995,0.008691589452791961
10-Oz,1,0.614763877820224,73.1483154296875,57.58204581927206,0.008729647065047181
10-Oz,1,0.617682235315442,73.4932632446289,57.853587286338474,0.008771087741479274
10-Oz,1,0.620600651018322,73.8530578613281,58.136816093216666,0.008812529244460172
10-Oz,1,0.623161613475531,74.1623687744141,58.38030434123845,0.00884889491135254
10-Oz,1,0.626080029178411,74.5012359619141,58.64705916399345,0.008890336414333434
10-Oz,1,0.628998386673629,74.8657989501953,58.9340416128975,0.008931777090765532
10-Oz,1,0.631618953775615,75.171630859375,59.174791203697154,0.008968989143613734
10-Oz,1,0.634596915915608,75.389892578125,59.34660590941976,0.009011276206001633
10-Oz,1,0.637455726973712,75.769905090332,59.645750158487715,0.00905187132302671
10-Oz,1,0.640195386949927,76.0917434692383,59.8990999748399,0.009090774494688961
10-Oz,1,0.643292441964149,76.4684371948242,60.195631689057834,0.009134752675890917
10-Oz,1,0.646032160148025,76.8125839233398,60.46654254426388,0.009173656674101955
10-Oz,1,0.648712273687124,77.1388702392578,60.72339375789779,0.009211714286357161
10-Oz,1,0.651749782264233,77.5150604248047,61.01952908751785,0.009254846908152108
10-Oz,1,0.654429895803332,77.8366851806641,61.27271074070725,0.009292904520407316
10-Oz,1,0.657169613987207,78.1574325561523,61.52520172376381,0.00933180851861834
10-Oz,1,0.66026666900143,78.543586730957,61.82918066376114,0.009375786699820306
10-Oz,1,0.66294678254053,78.8701553344727,62.08625409300302,0.009413844312075526
10-Oz,1,0.665805593598634,79.2072296142578,62.35159754635624,0.009454439429100603
10-Oz,1,0.668783555738628,79.5857543945313,62.64957065911221,0.009496726491488519
10-Oz,1,0.671344576403499,79.7447662353516,62.774744110477904,0.009533092984929685
10-Oz,1,0.674203387461603,80.1143569946289,63.06568439953408,0.009573688101954763
10-Oz,1,0.677181291393936,80.4941558837891,63.36466048543934,0.009615974337793891
10-Oz,1,0.679861404933035,80.8084411621094,63.61206453282246,0.009654031950049099
10-Oz,1,0.682720215991139,81.1648025512695,63.89259071744199,0.009694627067074173
10-Oz,1,0.685698178131133,81.5281600952148,64.17862424564194,0.00973691412946209
10-Oz,1,0.688378291670233,81.8605651855469,64.44029213272351,0.00977497174171731
10-Oz,1,0.691356253810227,82.2108993530273,64.71607371382231,0.009817258804105224
10-Oz,1,0.694215064868331,82.5725784301758,65.0007859600292,0.0098578539211303
10-Oz,1,0.696835631970316,82.8819961547852,65.24435828963233,0.009895065973978486
10-Oz,1,0.699813535902649,83.245246887207,65.53030773625085,0.009937352209817616
10-Oz,1,0.702672346960753,83.597526550293,65.80762080329632,0.009977947326842691
10-Oz,1,0.705352518707514,83.9181823730469,66.06003971642603,0.0100160057656467
10-Oz,1,0.708449573721737,84.1393508911133,66.23414264232761,0.010059983946848665
10-Oz,1,0.711248838342726,84.4968872070313,66.5155937243424,0.01009973350446671
10-Oz,1,0.713928951881826,84.8283386230469,66.77651088301872,0.010137791116721931
10-Oz,1,0.716966460458934,85.2034072875977,67.07176335603427,0.010180923738516864
10-Oz,1,0.71958702756092,85.5471496582031,67.34235590239646,0.010218135791365063
10-Oz,1,0.722326687537134,85.8619384765625,67.59015633437757,0.010257038963027302
10-Oz,1,0.725364196114242,86.2484970092773,67.89445358321866,0.010300171584822236
10-Oz,1,0.728044309653342,86.5764846801758,68.15264409632744,0.010338229197077458
10-Oz,1,0.730843574274331,86.9029006958008,68.40959740902443,0.010377978754695502
10-Oz,1,0.733821536414325,87.2739334106445,68.70167279942922,0.010420265817083415
10-Oz,1,0.736501649953425,87.5814819335938,68.94377370135825,0.010458323429338636
10-Oz,1,0.739420007448643,87.9348068237305,69.22190956673573,0.01049976410577073
10-Oz,1,0.742397969588637,88.3066558837891,69.51462758065539,0.010542051168158647
10-Oz,1,0.745018536690623,88.5983123779297,69.74421834444045,0.010579263221006847
10-Oz,1,0.747996440622956,88.8578643798828,69.94853658719359,0.010621549456845975
10-Oz,1,0.750914856325835,89.2232666015625,70.23617967709427,0.010662990959826858
10-Oz,1,0.753594969864935,89.54541015625,70.48976972653607,0.010701048572082076
10-Oz,1,0.756572932004929,89.9075393676758,70.77483631655018,0.010743335634469992
10-Oz,1,0.759372138418257,90.2670364379883,71.05783089616598,0.010783084365539248
10-Oz,1,0.762052310165018,90.5666732788086,71.29370375524557,0.010821142804343256
10-Oz,1,0.765030214097351,90.935791015625,71.5842716830128,0.010863429040182384
10-Oz,1,0.767769932281226,91.2824859619141,71.85718848451754,0.01090233303839341
10-Oz,1,0.770450045820326,91.5945129394531,72.10281480703713,0.010940390650648628
10-Oz,1,0.773547100834548,91.9735336303711,72.40117829856378,0.010984368831850583
10-Oz,1,0.776286819018424,92.3029632568359,72.6605039130211,0.01102327283006162
10-Oz,1,0.778966932557523,92.6245498657227,72.91365553707433,0.011061330442316827
10-Oz,1,0.782004441134632,93.0006713867188,73.20973681424921,0.011104463064111773
10-Oz,1,0.784744101110846,93.2056732177734,73.37111339222614,0.011143366235774015
10-Oz,1,0.78760291216895,93.5476989746094,73.64035462745915,0.01118396135279909
10-Oz,1,0.790640420746058,93.9335174560547,73.94406931105785,0.011227093974594022
10-Oz,1,0.793320592492819,94.2504730224609,74.19357539797542,0.011265152413398032
10-Oz,1,0.796179403550923,94.5943603515625,74.4642820550553,0.011305747530423106
10-Oz,1,0.799157307483256,94.9665374755859,74.75725831954632,0.011348033766262235
10-Oz,1,0.801777874585241,95.2771530151367,75.00177356402635,0.01138524581911042
10-Oz,1,0.804636685643345,95.6225357055664,75.27365736324553,0.011425840936135499
10-Oz,1,0.807555043138564,95.9957656860352,75.56746243189593,0.011467281612567607
10-Oz,1,0.810235214885324,96.3216400146484,75.82398933085872,0.0115053400513716
10-Oz,1,0.813213118817657,96.6791076660156,76.1053863604283,0.01154762628721073
10-Oz,1,0.816071929875761,97.0216979980469,76.37507202687718,0.011588221404235806
10-Oz,1,0.818632950540632,97.3289260864258,76.61692068406198,0.011624587897676975
10-Oz,1,0.821610912680626,97.6869354248047,76.8987441273657,0.01166687496006489
10-Oz,1,0.824410177301615,97.8834915161133,77.05347225458645,0.011706624517682934
10-Oz,1,0.827090290840715,98.2256011962891,77.32277955391908,0.011744682129938152
10-Oz,1,0.830127799417824,98.6056747436523,77.62197184960493,0.0117878147517331
10-Oz,1,0.832986610475928,98.9702911376953,77.90899633929973,0.011828409868758178
10-Oz,1,0.835726270452142,99.3127136230469,78.17854987754929,0.011867313040420416
10-Oz,1,0.838823325466365,99.6955490112305,78.47991628269659,0.011911291221622381
10-Oz,1,0.84156304365024,100.025527954102,78.73967431671565,0.011950195219833407
10-Oz,1,0.844243157189339,100.343414306641,78.98991311455669,0.011988252832088613
10-Oz,1,0.847221119329333,100.730323791504,79.2944866314507,0.012030539894476529
10-Oz,1,0.849960779305547,101.05256652832,79.54815475664633,0.012069443066138765
10-Oz,1,0.852760043926537,101.393913269043,79.81686147325505,0.012109192623756825
10-Oz,1,0.855738006066531,101.771125793457,80.11380158372536,0.012151479686144741
10-Oz,1,0.858418119605631,102.094757080078,80.36856276947917,0.01218953729839996
10-Oz,1,0.861276930663735,102.421310424805,80.62562418706686,0.012230132415425036
10-Oz,1,0.864195288158953,102.657600402832,80.81163066256066,0.012271573091857132
10-Oz,1,0.866815855260938,102.974632263184,81.06119680775107,0.012308785144705318
10-Oz,1,0.869734270963818,103.33373260498,81.34387908434962,0.012350226647686216
10-Oz,1,0.872652628459036,103.717376708984,81.64588210718459,0.012391667324118312
10-Oz,1,0.875332741998136,104.034660339355,81.89564644467355,0.012429724936373532
10-Oz,1,0.87831070413813,104.397750854492,82.18146976892028,0.012472011998761445
10-Oz,1,0.881169515196234,104.764778137207,82.47039210002347,0.012512607115786523
10-Oz,1,0.883909175172448,105.082740783691,82.72069095613666,0.012551510287448761
10-Oz,1,0.886946683749557,105.465301513672,83.02184115150374,0.01259464290924371
10-Oz,1,0.889745948370546,105.804557800293,83.28890227144797,0.012634392466861752
10-Oz,1,0.892366515472531,106.125778198242,83.54176561579338,0.012671604519709941
10-Oz,1,0.89540402404964,106.491394042969,83.82957686885715,0.012714737141504888
10-Oz,1,0.898143684025854,106.802383422852,84.07438639887214,0.012753640313167128
10-Oz,1,0.900883402209729,107.00186920166,84.2314207637531,0.012792544311378152
10-Oz,1,0.903920910786837,107.392570495605,84.53897917678609,0.012835676933173086
10-Oz,1,0.906660570763052,107.742156982422,84.81417218681577,0.012874580104835337
10-Oz,1,0.909459835384041,108.081901550293,85.08161767970344,0.01291432966245338
10-Oz,1,0.912437739316374,108.464179992676,85.38254565946225,0.01295661589829251
10-Oz,1,0.91505836462602,108.791290283203,85.64004550243796,0.012993828777689483
10-Oz,1,0.917857571039349,109.132461547852,85.90861408502032,0.013033577508758755
10-Oz,1,0.920835533179343,109.506362915039,86.20294766646752,0.013075864571146671
10-Oz,1,0.923515646718442,109.830200195313,86.45787100955735,0.013113922183401875
10-Oz,1,0.926374457776546,110.173515319824,86.72812722959355,0.013154517300426952
10-Oz,1,0.929411966353655,110.557983398438,87.03077888177107,0.013197649922221902
10-Oz,1,0.932092079892755,108.70418548584,85.57147697282288,0.01323570753447712
10-Oz,1,0.935010495595634,109.22518157959,85.9816029034851,0.013277149037458002
10-Oz,1,0.937928853090852,109.668785095215,86.33080572261034,0.013318589713890097
10-Oz,1,0.940489873755723,110.043907165527,86.62610023641616,0.013354956207331266
10-Oz,1,0.943467777688056,110.434020996094,86.93319620075228,0.013397242443170395
10-Oz,1,0.94632658874616,110.820327758789,87.23729525729418,0.013437837560195473
10-Oz,1,0.949066306930035,111.180694580078,87.52097450121543,0.013476741558406499
10-Oz,1,0.952103815507144,111.598243713379,87.8496674203114,0.013519874180201445
10-Oz,1,0.954903021920472,111.976692199707,88.1475804747948,0.013559622911270703
10-Oz,1,0.957583193667233,112.331169128418,88.4266232200858,0.01359768135007471
10-Oz,1,0.960561097599566,112.728240966797,88.73919649886568,0.013639967585913838
